# n = number of items
30
# b = common height of stacks
3
# m = number of stacks
24
# Item name and Appearance
# (0: I^{fix}, 1: I^1, 2: I^2)
001          0
002          0
003          0
004          0
005          0
006          0
007          0
008          0
009          1
010          1
011          1
012          1
013          1
014          1
015          1
016          1
017          1
018          1
019          1
020          1
021          2
022          2
023          2
024          2
025          2
026          2
027          2
028          2
029          2
030          2
# Positions of Ifix-items
# Item name  Stack      Level
002          1          1
008          1          2
003          2          1
007          2          2
006          3          1
005          3          2
004          4          1
001          4          2
# Stacking constraints
# Each line has the format (i, j) meaning that s_{ij} = 1
# Item above - Item below
001          002
001          004
001          006
001          008
002          004
002          007
002          008
003          001
003          002
003          004
004          003
004          006
005          002
005          003
005          004
005          006
005          007
005          008
006          001
006          003
006          005
006          008
007          001
007          002
007          003
007          008
008          002
008          004
008          005
008          006
008          007
001          010
001          013
001          014
001          020
002          012
002          014
002          015
002          016
002          018
002          020
003          010
003          011
003          014
003          016
003          017
003          019
004          009
004          013
004          015
004          016
004          017
004          019
004          020
005          009
005          010
005          014
005          015
005          016
005          017
005          018
006          009
006          011
006          013
006          015
006          016
006          017
006          019
006          020
007          011
007          013
007          014
007          015
007          016
007          017
007          019
008          009
008          011
008          012
008          014
008          015
008          018
008          019
004          030
009          002
009          003
009          004
009          006
009          007
010          001
010          002
010          005
010          006
010          007
010          008
011          004
011          005
011          008
012          002
012          003
012          005
012          007
012          008
013          001
013          002
013          004
013          005
013          008
014          001
014          003
014          005
014          006
014          007
015          001
015          003
015          006
015          007
016          004
016          005
016          007
016          008
017          003
017          004
017          005
018          001
018          002
018          003
018          007
018          008
019          001
019          002
019          003
019          004
020          004
020          008
009          010
009          012
009          015
009          018
009          019
009          020
010          009
010          011
010          014
010          017
010          018
010          019
010          020
011          017
011          019
011          020
012          015
012          016
012          018
012          020
013          009
013          011
013          012
013          014
013          016
013          017
013          018
013          019
013          020
014          010
014          011
014          013
014          015
014          017
015          009
015          012
015          013
015          017
015          018
015          020
016          010
016          012
016          014
016          015
016          018
017          009
017          011
017          013
017          014
017          015
017          018
018          009
018          010
018          015
018          017
019          010
019          015
019          016
019          018
020          009
020          010
020          011
020          014
020          015
020          017
015          026
026          002
028          004
028          005
030          008
024          018
030          020
