# n = number of items
30
# b = common height of stacks
3
# m = number of stacks
24
# Item name and Appearance
# (0: I^{fix}, 1: I^1, 2: I^2)
001          0
002          0
003          0
004          0
005          0
006          0
007          0
008          1
009          1
010          1
011          1
012          1
013          1
014          1
015          1
016          2
017          2
018          2
019          2
020          2
021          2
022          2
023          2
024          2
025          2
026          2
027          2
028          2
029          2
030          2
# Positions of Ifix-items
# Item name  Stack      Level
007          1          1
001          2          1
002          2          2
006          3          1
004          3          2
005          4          1
003          4          2
# Stacking constraints
# Each line has the format (i, j) meaning that s_{ij} = 1
# Item above - Item below
001          002
001          006
001          007
002          001
002          003
003          001
003          002
003          004
003          005
003          006
004          001
004          002
004          003
004          006
004          007
005          003
005          004
005          007
006          003
006          005
006          007
007          001
007          002
007          004
007          006
001          009
001          010
001          012
001          013
001          014
001          015
002          008
002          009
002          010
002          013
003          008
003          009
003          010
003          011
003          012
004          013
004          015
005          010
005          011
005          012
006          008
006          009
006          012
007          008
007          009
007          010
007          012
007          014
008          002
008          007
009          001
009          002
009          005
010          001
010          003
010          004
010          005
010          006
011          001
011          003
011          005
011          006
011          007
012          001
012          002
012          006
012          007
013          001
013          002
013          003
013          005
013          007
014          001
014          002
014          003
014          006
014          007
015          001
015          003
015          005
015          006
008          013
008          015
009          010
009          011
009          014
009          015
010          008
010          012
010          014
011          010
011          015
012          008
012          009
012          010
012          011
012          014
012          015
013          009
013          011
013          015
014          008
014          010
014          011
014          013
015          009
015          013
015          014
020          004
021          020
027          018
