# n = number of items
60
# b = common height of stacks
4
# m = number of stacks
48
# Item name and Appearance
# (0: I^{fix}, 1: I^1, 2: I^2)
001          0
002          0
003          0
004          0
005          0
006          0
007          0
008          0
009          0
010          0
011          0
012          0
013          0
014          0
015          0
016          1
017          1
018          1
019          1
020          1
021          1
022          1
023          1
024          1
025          1
026          1
027          1
028          1
029          1
030          1
031          1
032          1
033          1
034          1
035          1
036          1
037          1
038          1
039          1
040          1
041          2
042          2
043          2
044          2
045          2
046          2
047          2
048          2
049          2
050          2
051          2
052          2
053          2
054          2
055          2
056          2
057          2
058          2
059          2
060          2
# Positions of Ifix-items
# Item name  Stack      Level
008          1          1
001          1          2
009          2          1
013          3          1
007          4          1
012          5          1
006          5          2
002          6          1
015          6          2
010          7          1
005          8          1
004          8          2
014          9          1
011          9          2
003          10          1
# Stacking constraints
# Each line has the format (i, j) meaning that s_{ij} = 1
# Item above - Item below
001          003
001          007
001          008
001          009
001          010
001          011
001          013
001          014
002          001
002          004
002          005
002          007
002          010
002          012
002          015
003          005
003          006
003          007
003          011
003          013
003          015
004          002
004          005
004          006
004          007
004          013
004          014
004          015
005          002
005          003
005          006
005          009
005          010
005          015
006          005
006          007
006          009
006          011
006          012
006          013
007          001
007          002
007          005
007          008
007          011
007          013
008          001
008          004
008          009
008          012
008          015
009          004
009          006
009          010
009          011
009          013
009          014
009          015
010          001
010          003
010          005
010          006
010          007
010          008
010          011
010          015
011          003
011          004
011          005
011          013
011          014
012          003
012          005
012          007
012          009
012          010
012          011
012          015
013          006
013          008
013          009
013          010
013          015
014          001
014          003
014          004
014          006
014          007
014          008
014          009
014          010
014          015
015          001
015          002
015          005
015          007
015          008
015          011
015          012
015          014
001          016
001          018
001          019
001          021
001          022
001          024
001          025
001          031
001          037
001          038
001          039
002          017
002          020
002          022
002          025
002          026
002          029
002          031
002          034
002          035
002          036
002          039
003          017
003          020
003          024
003          025
003          027
003          028
003          029
003          030
003          031
003          035
003          036
003          038
004          016
004          018
004          019
004          020
004          021
004          024
004          025
004          026
004          028
004          029
004          030
004          031
004          033
004          034
004          036
004          039
005          017
005          020
005          022
005          023
005          025
005          027
005          031
005          032
005          034
005          037
005          038
005          040
006          016
006          017
006          019
006          021
006          022
006          023
006          024
006          025
006          027
006          031
006          032
006          037
006          038
006          039
007          017
007          019
007          021
007          022
007          026
007          027
007          029
007          033
007          034
007          035
007          036
007          038
008          016
008          018
008          019
008          021
008          022
008          023
008          025
008          028
008          030
008          031
008          032
008          034
008          035
008          038
008          039
009          016
009          017
009          018
009          020
009          022
009          023
009          030
009          034
009          036
009          037
010          018
010          019
010          020
010          021
010          023
010          024
010          025
010          026
010          027
010          032
010          034
010          035
010          038
010          039
011          017
011          018
011          021
011          022
011          023
011          026
011          027
011          032
011          034
011          035
011          036
011          039
011          040
012          016
012          018
012          021
012          022
012          023
012          025
012          027
012          029
012          030
012          034
012          035
012          036
012          038
012          039
013          016
013          017
013          021
013          022
013          023
013          024
013          026
013          028
013          029
013          030
013          031
013          032
013          033
013          035
013          036
013          039
013          040
014          016
014          017
014          020
014          021
014          022
014          024
014          029
014          030
014          031
014          032
014          038
014          039
015          016
015          017
015          019
015          020
015          021
015          022
015          023
015          024
015          026
015          034
015          035
015          038
015          040
016          001
016          002
016          004
016          005
016          006
016          007
016          009
016          012
016          015
017          002
017          004
017          006
017          008
017          015
018          003
018          006
018          007
018          008
018          011
018          012
018          014
018          015
019          001
019          002
019          013
019          015
020          002
020          004
020          005
020          006
020          007
020          008
020          010
020          013
020          014
021          001
021          002
021          004
021          005
021          007
021          009
022          001
022          003
022          008
022          011
022          014
022          015
023          001
023          002
023          003
023          004
023          010
023          011
023          012
023          013
023          015
024          003
024          004
024          006
024          007
024          008
024          011
024          014
025          001
025          002
025          004
025          005
025          006
025          008
025          009
025          011
025          012
025          015
026          002
026          006
026          007
026          009
026          010
026          011
026          013
027          001
027          002
027          006
027          007
027          009
027          010
027          012
027          014
028          001
028          002
028          004
028          009
028          010
028          014
029          002
029          003
029          004
029          005
029          006
029          008
029          009
029          011
029          013
029          014
030          001
030          002
030          007
030          010
030          011
030          013
030          015
031          001
031          007
031          009
031          010
031          011
031          012
031          014
031          015
032          004
032          005
032          008
032          009
032          010
032          011
032          012
032          013
033          001
033          002
033          003
033          004
033          007
033          010
033          012
033          013
033          014
033          015
034          001
034          002
034          003
034          004
034          006
034          007
034          009
034          010
034          011
034          013
034          015
035          001
035          003
035          004
035          005
035          009
035          011
035          012
035          013
036          003
036          005
036          009
036          011
036          012
036          014
036          015
037          001
037          003
037          005
037          008
037          010
037          011
037          012
037          013
038          004
038          007
038          009
038          010
038          013
038          014
038          015
039          001
039          002
039          003
039          005
039          008
039          011
039          013
039          015
040          002
040          005
040          006
040          010
040          012
040          015
016          018
016          020
016          021
016          022
016          023
016          024
016          028
016          034
016          037
016          039
017          018
017          019
017          020
017          022
017          023
017          024
017          026
017          027
017          028
017          029
017          031
017          036
017          039
017          040
018          017
018          022
018          025
018          026
018          028
018          030
018          031
018          034
018          035
018          036
018          037
018          039
018          040
019          016
019          017
019          018
019          021
019          025
019          026
019          029
019          031
019          032
019          033
019          036
019          039
019          040
020          016
020          019
020          021
020          023
020          024
020          026
020          028
020          032
020          033
020          034
020          035
020          037
020          038
020          039
021          016
021          018
021          020
021          023
021          028
021          029
021          033
